,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
965,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4608,34, ,B1,918 DUNCAN STREET, ,10469,2,0,2,2997,2005,1930,1,B1,0,2017-06-26 00:00:00
966,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4611,11, ,B9,1003 BURKE AVENUE, ,10469,2,0,2,1800,2214,1955,1,B9,0,2017-06-29 00:00:00
967,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4611,16, ,B3,3216 PAULDING AVENUE, ,10469,2,0,2,2500,1626,1925,1,B3,330971,2017-06-09 00:00:00
968,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4611,18, ,B1,3220 PAULDING AVENUE, ,10469,2,0,2,5000,4968,1988,1,B1,0,2017-01-13 00:00:00
969,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4611,27, ,B1,3238 PAULDING AVENUE, ,10469,2,0,2,2500,2074,1960,1,B1,540000,2016-09-29 00:00:00
970,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4612,1, ,B9,1069 BURKE AVE, ,10469,2,0,2,1992,1862,1955,1,B9,520000,2016-09-07 00:00:00
971,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4612,7, ,B9,1057 BURKE AVENUE, ,10469,2,0,2,1992,1862,1955,1,B9,388000,2016-10-04 00:00:00
972,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4612,13, ,B1,3216 HONE AVENUE, ,10469,2,0,2,2225,1752,1950,1,B1,517000,2017-03-28 00:00:00
973,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4617,51, ,B1,3227 PEARSALL AVENUE, ,10469,2,0,2,2500,1880,1955,1,B1,0,2017-03-27 00:00:00
974,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4623,34, ,B3,3367 OLINVILLE AVENUE, ,10467,2,0,2,4184,1680,1910,1,B3,430000,2017-06-15 00:00:00
975,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4627,36, ,B9,34-21 OLINVILLE AVENUE, ,10467,2,0,2,3068,2223,1960,1,B9,0,2016-10-03 00:00:00
976,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4631,3, ,B1,769 BARTHOLDI STREET, ,10467,2,0,2,2375,2620,1920,1,B1,530000,2016-12-21 00:00:00
977,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4631,11, ,B1,753 BARTHOLDI STREET, ,10467,2,0,2,2375,2068,1915,1,B1,330000,2016-12-07 00:00:00
978,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4634,55, ,B1,3338 BRONXWOOD AVENUE, ,10469,2,0,2,2250,2826,1940,1,B1,615000,2016-11-17 00:00:00
979,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4635,14, ,B1,3400 BRONXWOOD AVENUE, ,10469,2,0,2,4385,1560,1945,1,B1,625000,2017-04-21 00:00:00
980,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4635,18, ,B1,3408 BRONXWOOD AVENUE, ,10469,2,0,2,2000,1560,1945,1,B1,415000,2017-04-27 00:00:00
981,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4635,19, ,B1,3410 BRONXWOOD AVE, ,10469,2,0,2,2000,1560,1945,1,B1,356000,2017-06-23 00:00:00
982,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4635,19, ,B1,3410 BRONXWOOD AVENUE, ,10469,2,0,2,2000,1560,1945,1,B1,0,2017-03-28 00:00:00
983,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4636,3, ,B3,991 DUNCAN STREET, ,10469,2,0,2,2500,2100,1935,1,B3,485000,2017-03-22 00:00:00
984,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4638,48, ,B1,3305 LURTING AVENUE, ,10469,2,0,2,1425,1672,1950,1,B1,550000,2017-05-08 00:00:00
985,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4639,12, ,B1,3316 LURTING AVE, ,10469,2,0,2,2200,2398,1945,1,B1,480000,2017-06-21 00:00:00
986,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4693,71, ,B1,3527 LACONIA AVENUE, ,10469,2,0,2,2200,2017,1950,1,B1,480000,2017-05-05 00:00:00
987,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4802,18, ,B1,1673 EAST GUNHILL ROAD, ,10469,2,0,2,2823,2040,1931,1,B1,0,2017-06-22 00:00:00
988,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4512,11, ,C0,2726 WALLACE AVENUE, ,10467,3,0,3,2500,3290,1925,1,C0,475000,2017-06-15 00:00:00
989,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4512,13, ,C0,2730 WALLACE AVENUE, ,10467,3,0,3,5000,3397,1925,1,C0,660000,2017-01-24 00:00:00
990,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4512,48, ,C0,2733 BARNES AVENUE, ,10467,3,0,3,2500,3408,1925,1,C0,665000,2017-02-03 00:00:00
991,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4513,6, ,C0,2712 BARNES AVENUE, ,10467,3,0,3,2581,3150,1925,1,C0,0,2017-01-05 00:00:00
992,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4513,6, ,C0,2712 BARNES, ,10467,3,0,3,2581,3150,1925,1,C0,0,2016-09-07 00:00:00
993,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4513,54, ,C0,2721 MATTHEWS AVENUE, ,10467,3,0,3,5000,2730,1925,1,C0,0,2016-09-22 00:00:00
994,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4517,49, ,C0,2741 PAULDING AVENUE, ,10469,3,0,3,2900,3261,1999,1,C0,0,2017-04-05 00:00:00
995,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4527,41, ,C0,1290 ARNOW AVENUE, ,10469,3,0,3,2500,2168,1925,1,C0,465000,2016-09-28 00:00:00
996,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4532,40, ,C0,2777 FENTON AVENUE, ,10469,3,0,3,1900,2736,1940,1,C0,678000,2017-03-29 00:00:00
997,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4537,46, ,C0,2711 KINGSLAND AVENUE, ,10469,3,0,3,4600,3220,1989,1,C0,0,2016-09-06 00:00:00
998,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4543,43, ,C0,3013 BARKER AVENUE, ,10467,3,0,3,4254,3240,1940,1,C0,100000,2016-12-05 00:00:00
999,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4544,6, ,C0,663 ADEE AVENUE, ,10467,3,0,3,2200,3340,1987,1,C0,565000,2017-04-18 00:00:00
1000,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4565,53, ,C0,1361 ARNOW AVENUE, ,10469,3,0,3,2500,1796,1940,1,C0,424000,2016-10-13 00:00:00
1001,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4570,2, ,C0,767 ADEE AVENUE, ,10467,3,0,3,3421,2344,1930,1,C0,242100,2016-09-07 00:00:00
1002,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4571,14, ,C0,3022 WALLACE AVENUE, ,10467,3,0,3,2500,1832,1935,1,C0,400000,2017-06-02 00:00:00
1003,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4589,21, ,C0,3026 WILSON AVENUE, ,10469,3,0,3,6250,7746,2014,1,C0,0,2017-06-06 00:00:00
1004,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4595,21, ,C0,3254 OLINVILLE AVENUE, ,10467,3,0,3,2000,3300,2006,1,C0,715000,2017-06-20 00:00:00
1005,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4595,22, ,C0,3256 OLINVILLE AVENUE, ,10467,3,0,3,2000,3300,2006,1,C0,0,2017-01-03 00:00:00
1006,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4596,46, ,C0,3233 CRUGER AVENUE, ,10467,3,0,3,2300,3795,1970,1,C0,10,2017-02-16 00:00:00
1007,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4596,53, ,C0,3211 CRUGER AVENUE, ,10467,3,0,3,2500,3000,1901,1,C0,0,2017-03-09 00:00:00
1008,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4605,33, ,C0,812 SOUTH OAK DRIVE, ,10467,3,0,3,3920,1939,1915,1,C0,0,2017-06-20 00:00:00
1009,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4610,13, ,C0,3212 COLDEN AVE, ,10469,3,0,3,2800,2160,2009,1,C0,0,2017-07-07 00:00:00
1010,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4610,51, ,C0,3235 PAULDING AVE, ,10469,3,0,3,5000,3085,1915,1,C0,0,2017-07-12 00:00:00
1011,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4610,115, ,C0,3216 COLDEN AVE, ,10469,3,0,3,2870,3600,2009,1,C0,0,2017-07-07 00:00:00
1012,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4611,25, ,C0,3234 PAULDING AVENUE, ,10469,3,0,3,5000,2946,1925,1,C0,536000,2017-06-06 00:00:00
1013,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4611,44, ,C0,3249 HONE AVENUE, ,10469,3,0,3,2900,2824,1975,1,C0,0,2016-11-07 00:00:00
1014,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4615,16, ,C0,3218 YATES AVENUE, ,10469,3,0,3,2784,3182,2002,1,C0,625000,2017-02-01 00:00:00
1015,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4622,58, ,C0,3301 BARKER AVENUE, ,10467,3,0,3,2000,2468,1910,1,C0,280000,2017-03-13 00:00:00
1016,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4631,8, ,C0,759 BARTHOLDI STREET, ,10467,3,0,3,2375,3440,1910,1,C0,650000,2017-01-06 00:00:00
1017,2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4693,60, ,C0,1050 EAST 211TH STREET, ,10469,3,0,3,1980,2592,1989,1,C0,0,2017-08-08 00:00:00
1018,2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,1B,4514,17, ,V0,2744 MATTHEWS AVENUE, ,0,0,0,0,2500,0,0,1,V0,349000,2017-06-23 00:00:00
1019,2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,1B,4514,17, ,V0,2744 MATTHEWS AVE, ,0,0,0,0,2500,0,0,1,V0,0,2017-06-13 00:00:00
1020,2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,1B,4520,6, ,V0,N/A LURTING AVENUE, ,10469,0,0,0,2500,0,0,1,V0,0,2016-10-27 00:00:00
1021,2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,1B,4535,37, ,V0,WOODHULL AVENUE, ,0,0,0,0,291,0,0,1,V0,3500,2017-06-22 00:00:00
1022,2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,1B,4544,24, ,V0,LESTER STREET, ,0,0,0,0,3425,0,0,1,V0,500000,2017-07-14 00:00:00
1023,2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,1B,4555,58, ,V3,N/A HONE AVENUE, ,10469,0,0,0,4638,0,0,1,V3,0,2017-07-21 00:00:00
1024,2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,1B,4606,5, ,V0,N/A SOUTH OAK DRIVE, ,10467,0,0,0,3990,0,0,1,V0,0,2017-05-09 00:00:00
1025,2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,1B,4610,54, ,V0,3233 PAULDING AVE, ,10469,0,0,0,2500,0,0,1,V0,0,2017-07-12 00:00:00
1026,2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,1B,4617,61, ,V0,N/A PEARSALL AVENUE, ,10469,0,0,0,200,0,0,1,V0,0,2016-11-08 00:00:00
1027,2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,1B,4617,61, ,V0,N/A PEARSALL AVENUE, ,10469,0,0,0,200,0,0,1,V0,0,2016-11-08 00:00:00
1028,2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,1B,4632,22, ,V0,MAGENTA STREET, ,0,0,0,0,2375,0,0,1,V0,65000,2016-11-14 00:00:00
1029,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4342,47, ,C2,681 THWAITES PLACE, ,10467,6,0,6,2250,2880,1927,2,C2,726000,2016-09-15 00:00:00
1030,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4424,45, ,C3,2431 BARKER AVENUE, ,10467,4,0,4,2950,3900,1927,2,C3,650000,2016-10-31 00:00:00
1031,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2,4433,43, ,C1,2547 CRUGER AVE, ,10467,15,0,15,5000,2200,2016,2,C1,4100000,2017-03-23 00:00:00
1032,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2,4506,1, ,C7,2700 BRONX PARK EAST, ,10467,716,20,736,208366,282920,1927,2,C7,51250000,2016-09-09 00:00:00
1033,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2,4506,1, ,C7,2700 BRONX PARK EAST, ,10467,716,20,736,208366,282920,1927,2,C7,0,2016-09-09 00:00:00
1034,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2,4506,40, ,C1,2800 BRONX PARK EAST, ,10467,680,0,680,218932,277000,1929,2,C1,0,2016-09-09 00:00:00
1035,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2,4506,40, ,C1,2800 BRONX PARK EAST, ,10467,680,0,680,218932,277000,1929,2,C1,0,2016-09-09 00:00:00
1036,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4511,34, ,C3,2757 WALLACE AVENUE, ,10467,4,0,4,2600,3160,1925,2,C3,380000,2017-02-23 00:00:00
1037,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4511,41, ,C3,2743 WALLACE AVENUE, ,10467,4,0,4,2600,3160,1925,2,C3,380000,2017-02-23 00:00:00
1038,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4513,7, ,C3,2714 BARNES, ,10467,4,0,4,5000,3060,1931,2,C3,0,2016-12-14 00:00:00
1039,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4567,72, ,C3,1459 ARNOW AVENUE, ,10469,4,0,4,5000,3200,1931,2,C3,0,2016-09-30 00:00:00
1040,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2,4570,19, ,C1,3034 HOLLAND, ,10467,13,0,13,3500,8524,1926,2,C1,1960565,2017-05-04 00:00:00
1041,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2,4570,22, ,C1,3042 HOLLAND AVENUE, ,10467,13,0,13,3500,8524,1926,2,C1,0,2017-05-04 00:00:00
1042,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2,4570,23, ,C1,3046 HOLLAND, ,10467,13,0,13,3500,8524,1926,2,C1,0,2017-05-04 00:00:00
1043,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4572,3, ,C3,813 ADEE AVENUE, ,10467,4,0,4,2285,3214,1931,2,C3,0,2017-01-10 00:00:00
1044,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4572,18, ,C3,3022 BARNES AVENUE, ,10467,4,0,4,3625,3618,1931,2,C3,605000,2016-11-15 00:00:00
1045,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4573,22, ,C2,3036 MATTHEWS AVENUE, ,10467,6,0,6,4655,6630,1931,2,C2,0,2016-10-17 00:00:00
1046,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4573,38, ,C3,3031 BRONXWOOD AVE, ,10469,4,0,4,3120,2940,1931,2,C3,0,2017-04-13 00:00:00
1047,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4576,51, ,C2,3011 PAULDING AVENUE, ,10469,5,0,5,3685,4920,1931,2,C2,1260000,2016-11-07 00:00:00
1048,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4598,22, ,C3,768 SOUTH OAK DRIVE, ,10467,4,0,4,2525,5400,1930,2,C3,700000,2016-11-30 00:00:00
1049,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2,4628,1, ,C1,679-681 MAGENTA STREET, ,10467,74,0,74,14850,61800,1926,2,C1,11015000,2016-11-10 00:00:00
1050,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2,4628,1, ,C1,679-681 MAGENTA STREET, ,10467,74,0,74,14850,61800,1926,2,C1,0,2016-11-09 00:00:00
1051,2,BRONXDALE,09 COOPS - WALKUP APARTMENTS               ,2,4573,5, ,C6,"829 ADEE AVENUE, 6B", ,10467,0,0,0,0,0,1927,2,C6,85000,2017-07-06 00:00:00
1052,2,BRONXDALE,09 COOPS - WALKUP APARTMENTS               ,2,4573,5, ,C6,"829 ADEE AVENUE, 5F", ,10467,0,0,0,0,0,1927,2,C6,61200,2017-08-18 00:00:00
1053,2,BRONXDALE,09 COOPS - WALKUP APARTMENTS               ,2,4593,36, ,C6,"3239 BARKER AVENUE, LK", ,10467,0,0,0,0,0,1953,2,C6,65000,2017-02-13 00:00:00
1054,2,BRONXDALE,09 COOPS - WALKUP APARTMENTS               ,2,4593,36, ,C6,"3239 BARKER AVE, 1H", ,10467,0,0,0,0,0,1953,2,C6,54900,2017-05-04 00:00:00
1055,2,BRONXDALE,09 COOPS - WALKUP APARTMENTS               ,2,4593,36, ,C6,"3231 BARKER AVENUE, 2B", ,10467,0,0,0,0,0,1953,2,C6,140000,2017-06-22 00:00:00
1056,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4337,1, ,D4,"601 PELHAM PARKWAY NORTH, 412", ,10467,0,0,0,0,0,1937,2,D4,169500,2016-09-01 00:00:00
1057,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4337,1, ,D4,"601 PELHAM PARKWAY NORTH, 107", ,10467,0,0,0,0,0,1937,2,D4,175125,2016-09-29 00:00:00
1058,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4337,1, ,D4,"601 PELHAM PARKWAY NORTH, 106", ,10467,0,0,0,0,0,1937,2,D4,270000,2017-03-23 00:00:00
1059,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4337,1, ,D4,"601 PELHAM PARKWAY NORTH, 212", ,10467,0,0,0,0,0,1937,2,D4,195000,2017-07-07 00:00:00
1060,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4337,1, ,D4,"601 PELHAM PARKWAY NORTH, 410", ,10467,0,0,0,0,0,1937,2,D4,239000,2017-07-27 00:00:00
1061,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4337,1, ,D4,"601 PELHAM PARKWAY NORTH, 504", ,10467,0,0,0,0,0,1937,2,D4,250000,2017-08-09 00:00:00
1062,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4337,18, ,D4,"2244 BRONX PARK EAST, 4D", ,10467,0,0,0,0,0,1956,2,D4,143500,2016-11-21 00:00:00
1063,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4337,18, ,D4,"2244 BRONX PARK EAST, 4H", ,10467,0,0,0,0,0,1956,2,D4,181000,2016-12-13 00:00:00
1064,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4337,18, ,D4,"2244 BRONX PARK EAST, 4A", ,10467,0,0,0,0,0,1956,2,D4,173000,2017-03-21 00:00:00
1065,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PL, 1C", ,10467,0,0,0,0,0,1962,2,D4,129000,2016-09-12 00:00:00
1066,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PLACE, 5D", ,10467,0,0,0,0,0,1962,2,D4,210000,2016-10-27 00:00:00
1067,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PLACE, 5B", ,10467,0,0,0,0,0,1962,2,D4,110000,2017-03-08 00:00:00
1068,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PLACE, 2B", ,10467,0,0,0,0,0,1962,2,D4,110000,2017-03-08 00:00:00
1069,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PLACE, 3K", ,10467,0,0,0,0,0,1962,2,D4,105000,2017-03-08 00:00:00
1070,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PLACE, 5E", ,10467,0,0,0,0,0,1962,2,D4,55000,2017-04-07 00:00:00
1071,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PLACE, 2V", ,10467,0,0,0,0,0,1962,2,D4,130000,2017-05-11 00:00:00
1072,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PLACE, 5A", ,10467,0,0,0,0,0,1962,2,D4,110000,2017-06-13 00:00:00
1073,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PLACE, 1P", ,10467,0,0,0,0,0,1962,2,D4,123000,2017-07-06 00:00:00
1074,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PLACE, 4X", ,10467,0,0,0,0,0,1962,2,D4,110000,2017-07-14 00:00:00
1075,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PLACE, 6V", ,10467,0,0,0,0,0,1962,2,D4,130000,2017-07-28 00:00:00
1076,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4429,1, ,D4,"2550 OLINVILLE AVENUE, 8F", ,10467,0,0,0,0,0,1965,2,D4,150000,2016-09-26 00:00:00
1077,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4429,1, ,D4,"2550 OLINVILLE AVENUE, 15H", ,10467,0,0,0,0,0,1965,2,D4,195000,2017-01-04 00:00:00
1078,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4429,1, ,D4,"2550 OLINVILLE AVENUE, 3E", ,10467,0,0,0,0,0,1965,2,D4,155000,2017-07-13 00:00:00
1079,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4429,1, ,D4,"2550 OLINVILLE AVENUE, 16G", ,10467,0,0,0,0,0,1965,2,D4,180000,2017-07-26 00:00:00
1080,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4508,10, ,D4,"2750 OLINVILLE AVE, 1J", ,10467,0,0,0,0,0,1955,2,D4,150000,2017-01-12 00:00:00
1081,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4508,10, ,D4,"2750 OLINVILLE AVENUE, 4H", ,10467,0,0,0,0,0,1955,2,D4,215000,2017-02-28 00:00:00
1082,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4508,10, ,D4,"2750 OLINVILLE AVENUE, 4K", ,10467,0,0,0,0,0,1955,2,D4,170000,2017-03-10 00:00:00
1083,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4508,10, ,D4,"2750 OLINVILLE AVENUE, 2L", ,10467,0,0,0,0,0,1955,2,D4,110000,2017-03-27 00:00:00
1084,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4508,10, ,D4,"2750 OLINVILLE AVENUE, 6E", ,10467,0,0,0,0,0,1955,2,D4,144500,2017-05-15 00:00:00
1085,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4508,10, ,D4,"2750 OLINVILLE AVENUE, G", ,10467,0,0,0,0,0,1955,2,D4,40000,2017-05-11 00:00:00
1086,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4508,10, ,D4,"2750 OLINVILLE AVENUE, 1D", ,10467,0,0,0,0,0,1955,2,D4,160000,2017-06-16 00:00:00
1087,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4550,12, ,D4,"2925 MATTHEWS AVE, 1E", ,10467,0,0,0,0,0,1928,2,D4,113500,2016-09-01 00:00:00
1088,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4550,12, ,D4,"2922 BARNES AVENUE, 6B", ,10467,0,0,0,0,0,1928,2,D4,67000,2016-10-20 00:00:00
1089,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4550,12, ,D4,"2922 BARNES AVENUE, 6L", ,10467,0,0,0,0,0,1928,2,D4,55000,2016-09-14 00:00:00
1090,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4550,12, ,D4,"2922 BARNES AVENUE, 2C", ,10467,0,0,0,0,0,1928,2,D4,107500,2017-01-09 00:00:00
1091,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4550,12, ,D4,"2922 BARNES AVENUE, 6G", ,10467,0,0,0,0,0,1928,2,D4,86000,2017-03-16 00:00:00
1092,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4550,12, ,D4,"2922 BARNES AVENUE, 1K", ,10467,0,0,0,0,0,1928,2,D4,72000,2017-05-01 00:00:00
1093,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4550,12, ,D4,"2922 BARNES AVENUE, 4F", ,10467,0,0,0,0,0,1928,2,D4,175000,2017-05-18 00:00:00
1094,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4550,12, ,D4,"2922 BARNES AVENUE, 3C", ,10467,0,0,0,0,0,1928,2,D4,162400,2017-05-25 00:00:00
1095,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4550,12, ,D4,"2925 MATTHEWS AVENUE, 2B", ,10467,0,0,0,0,0,1928,2,D4,122000,2017-06-21 00:00:00
1096,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4550,12, ,D4,"2922 BARNES AVENUE, 3G", ,10467,0,0,0,0,0,1928,2,D4,135000,2017-07-19 00:00:00
1097,2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4597,21, ,D4,"3230 CRUGER AVENUE, 1A", ,10467,0,0,0,0,0,1930,2,D4,85000,2016-10-21 00:00:00
1098,2,BRONXDALE,13 CONDOS - ELEVATOR APARTMENTS            ,2,4340,1001, ,R4,610 WARING AVENUE,LB,10467,1,0,1,0,0,1960,2,R4,120000,2017-06-13 00:00:00
